# algorithm	order	size	timeNs
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	67108864	3662333083
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	134217728	7588579250
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	268435456	15593260875
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	1024	6667
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	2048	8250
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	4096	16375
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	8192	30208
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	16384	60875
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	32768	148583
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	65536	279125
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	131072	593125
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	262144	1179875
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	524288	2817417
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	1048576	6162083
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	2097152	12383000
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	4194304	28772291
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	8388608	60181583
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	16777216	120280042
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	33554432	265744958
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	67108864	525590875
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	134217728	1106932959
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	268435456	2455729500
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	1024	8084
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	2048	10083
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	4096	24083
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	8192	39542
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	16384	67667
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	32768	166292
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	65536	298625
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	131072	652875
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	262144	1250958
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	524288	2937709
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	1048576	6323708
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	2097152	12806542
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	4194304	29935375
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	8388608	62090000
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	16777216	125501208
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	33554432	272015708
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	67108864	541981166
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	134217728	1133711250
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	268435456	2484144292
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	1024	24750
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	2048	50083
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	4096	109666
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	8192	215333
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	16384	481334
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	32768	1014250
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	65536	2181375
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	131072	4681917
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	262144	9812250
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	524288	21297375
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	1048576	45587208
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	2097152	96682666
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	4194304	201446500
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	8388608	426046042
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	16777216	882287709
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	33554432	1842815333
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	67108864	3932601167
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	134217728	8146423292
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	268435456	16721454625
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	1024	5333
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	2048	7125
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	4096	14166
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	8192	29250
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	16384	66166
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	32768	123750
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	65536	280458
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	131072	573708
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	262144	1216167
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	524288	2612041
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	1048576	5388042
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	2097152	11929084
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	4194304	24542292
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	8388608	52702791
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	16777216	107718334
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	33554432	227109208
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	67108864	469379166
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	134217728	990755000
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	268435456	2051311292
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	1024	6209
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	2048	9000
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	4096	17125
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	8192	40875
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	16384	73791
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	32768	144875
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	65536	291208
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	131072	656833
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	262144	1345792
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	524288	2778500
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	1048576	5914709
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	2097152	12854292
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	4194304	26440958
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	8388608	57044000
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	16777216	117041333
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	33554432	244137083
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	67108864	507888208
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	134217728	1064484083
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	268435456	2186847458
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	1024	24125
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	2048	45250
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	4096	106875
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	8192	215250
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	16384	474167
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	32768	973625
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	65536	2155375
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	131072	4455292
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	262144	9607542
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	524288	20237709
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	1048576	43683208
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	2097152	88970792
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	4194304	192266459
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	8388608	401819750
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	16777216	818283125
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	33554432	1726905916
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	67108864	3633177583
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	134217728	7658244667
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	268435456	16002970542
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	1024	4500
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	2048	7958
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	4096	17166
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	8192	30667
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	16384	64833
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	32768	152625
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	65536	300625
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	131072	645583
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	262144	1277708
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	524288	3090416
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	1048576	6525667
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	2097152	12633750
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	4194304	29770291
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	8388608	61260625
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	16777216	122968000
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	33554432	274713958
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	67108864	542177375
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	134217728	1162198125
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	268435456	2479153500
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	1024	8333
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	2048	12167
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	4096	20041
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	8192	33209
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	16384	67916
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	32768	145750
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	65536	296833
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	131072	606208
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	262144	1309083
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	524288	2963208
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	1048576	6248375
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	2097152	13081375
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	4194304	29471667
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	8388608	64883750
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	16777216	128080958
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	33554432	276730792
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	67108864	541528458
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	134217728	1126738416
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	268435456	2473727208
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	1024	30708
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	2048	51833
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	4096	113584
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	8192	244625
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	16384	505500
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	32768	1070000
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	65536	2295209
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	131072	4650584
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	262144	10311250
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	524288	22114292
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	1048576	45332541
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	2097152	94348625
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	4194304	198598334
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	8388608	453423625
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	16777216	962677041
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	33554432	1828460375
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	67108864	3884284459
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	134217728	8308508791
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	268435456	16789026000
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	1024	5583
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	2048	8708
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	4096	14167
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	8192	29500
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	16384	58041
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	32768	135458
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	65536	274959
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	131072	573167
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	262144	1232417
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	524288	2624541
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	1048576	5383958
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	2097152	11733250
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	4194304	24730958
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	8388608	52916167
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	16777216	110998792
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	33554432	228148584
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	67108864	473357917
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	134217728	1000005250
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	268435456	2068257000
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	1024	6708
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	2048	8875
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	4096	16875
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	8192	39791
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	16384	69917
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	32768	150125
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	65536	307458
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	131072	652250
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	262144	1346125
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	524288	2778500
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	1048576	6049291
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	2097152	12818417
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	4194304	26872583
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	8388608	56240875
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	16777216	117363542
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	33554432	245819208
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	67108864	507568666
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	134217728	1062905583
QuicksortImproved(threshold: 96, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	268435456	2195487250
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	1024	28417
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	2048	51750
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	4096	108750
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	8192	217250
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	16384	488000
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	32768	975667
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	65536	2151458
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	131072	4560708
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	262144	9621833
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	524288	20709875
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	1048576	43129083
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	2097152	90294333
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	4194304	192737042
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	8388608	392227625
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	16777216	823761417
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	33554432	1720874291
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	67108864	3607023875
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	134217728	7539741500
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	random	268435456	15745787833
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	1024	5417
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	2048	9834
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	4096	21083
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	8192	34709
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	16384	66625
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	32768	140458
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	65536	285042
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	131072	647334
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	262144	1188583
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	524288	2868292
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	1048576	5977125
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	2097152	12394708
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	4194304	29956834
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	8388608	61303834
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	16777216	121937459
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	33554432	270571292
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	67108864	532203958
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	134217728	1123513500
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	ascending	268435456	2437260042
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	1024	8083
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	2048	9125
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	4096	18250
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	8192	30834
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	16384	70625
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	32768	143083
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	65536	294500
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	131072	608625
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	262144	1243750
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	524288	2767625
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	1048576	6177875
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	2097152	12573208
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	4194304	29080834
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	8388608	60378083
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	16777216	124254875
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	33554432	268480750
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	67108864	549493458
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	134217728	1157711333
DualPivotQuicksortImproved(threshold: 128, pivot: THIRDS)	descending	268435456	2503097208
